name,facebook,twitter,website,genre,mtv
 The Sweetback Sisters ,http://www.facebook.com/56513051702,http://www.twitter.com/sweetbackdish,,Country,http://www.cmt.com/artists/the-sweetback-sisters/biography
 The Swing Kings ,,,,,http://www.mtv.com/artists/the-swing-kings/biography
 The Switchblade Valentines ,,,,,http://www.mtv.com/artists/the-switchblade-valentines/biography
 The Tams ,,,,Soul,http://www.mtv.com/artists/the-tams/biography
 The Tango Chill Out Experience ,,,,,http://www.mtv.com/artists/the-tango-chill-out-experience/biography
 The Sea and Cake ,,,,Alternative,http://www.mtv.com/artists/the-sea-and-cake/biography
 The Searchers ,,,http://www.the-searchers.co.uk/,Classic Rock,http://www.mtv.com/artists/the-searchers-1/biography
 The Sensational Nightingales ,,,,R&B/Soul,http://www.mtv.com/artists/the-sensational-nightingales/biography
 The Sharks ,,,,Rock,http://www.mtv.com/artists/the-sharks/biography
 The Shins ,http://www.facebook.com/129599657069433,http://www.twitter.com/theshins,http://www.theshins.com/,Rock,http://www.mtv.com/artists/the-shins/biography
 Timo Rautiainen & Trio Niskalaukaus ,http://www.facebook.com/pages/Timo-Rautiainen-Trio-Niskalaukaus/41537181604,,,Rock,http://www.mtv.com/artists/timo-rautiainen-trio-niskalaukaus/biography
 Timothy B. Schmit ,,,,Country,http://www.cmt.com/artists/timothy-b-schmit/biography
 Timothy P. Irvin ,,,,,http://www.cmt.com/artists/timothy-p-irvin/biography
 Tina Arena ,http://www.facebook.com/43907071084,,,Pop,http://www.mtv.com/artists/tina-arena/biography
 Tina Maddigan ,,,,,http://www.mtv.com/artists/tina-maddigan/biography
 Tinie Tempah ,http://www.facebook.com/61388328935,http://www.twitter.com/tinietempah,,Alternative,http://www.mtv.com/artists/tinie-tempah/biography
 Thunderheist ,,http://www.twitter.com/thunderheist,,Rock,http://www.mtv.com/artists/thunderheist/biography
 Thupden Bhutia ,,,,,http://www.mtv.com/artists/thupden-bhutia/biography
 Thursday ,http://www.facebook.com/5614009431,http://www.twitter.com/thursdayband,,Rock,http://www.mtv.com/artists/thursday/biography
 Tia Carrea ,,,,,http://www.mtv.com/artists/tia-carrea/biography
 Tiana ,,,http://www.youtube.com/tianamusicvideos,Dancehall,http://www.mtv.com/artists/tiana/biography
 Tibetan Monks of Sera Jé Monastry ,,,,,http://www.mtv.com/artists/tibetan-monks-of-sera-je-monastry/biography
 Third Day ,http://www.facebook.com/6150737950,http://www.twitter.com/thirdday,http://thirdday.com,Christian & Gospel,http://www.mtv.com/artists/third-day/biography
 This Is Me Smiling ,,,,Rock,http://www.mtv.com/artists/this-is-me-smiling/biography
 The Waifs ,http://www.facebook.com/185986084774561,http://www.twitter.com/thewaifs,,Blues/Folk,http://www.mtv.com/artists/the-waifs/biography
 The Wallflowers ,http://www.facebook.com/215945518434361,http://www.twitter.com/thewallflowers,http://www.thewallflowers.com/,Rock,http://www.mtv.com/artists/the-wallflowers/biography
 The Walter Eugenes ,,,,,http://www.mtv.com/artists/the-walter-eugenes/biography
 The Warren Brothers ,,,http://www.warrenbrothers.com,Country,http://www.cmt.com/artists/the-warren-brothers/biography
 The Wassabi Collective ,,,,,http://www.mtv.com/artists/the-wassabi-collective/biography
 The Undertaker ,,,,,http://www.mtv.com/artists/the-undertaker/biography
 The Undertakers ,,,,Classic Rock,http://www.mtv.com/artists/the-undertakers-1/biography
 The Urge ,,,http://www.urge.net/,Rock,http://www.mtv.com/artists/the-urge/biography
 The Van Dykes ,,,,Soul,http://www.mtv.com/artists/the-van-dykes-00/biography
 The Vandals ,http://www.facebook.com/130092833675255,http://www.twitter.com/thevandals,http://www.vandals.com/,Rock,http://www.mtv.com/artists/the-vandals-1/biography
 The Vapors ,,,,Alternative,http://www.mtv.com/artists/the-vapors/biography
 The Veldt ,,,,Rock,http://www.mtv.com/artists/the-veldt-00/biography
 The Veronicas ,http://www.facebook.com/5872699429,http://www.twitter.com/theveronicas,,Rock,http://www.mtv.com/artists/the-veronicas/biography
 The Voice ,,,,,http://www.mtv.com/artists/the-voice/biography
 The Von Bondies ,,http://www.twitter.com/vonbondies,,Rock,http://www.mtv.com/artists/the-von-bondies/biography
 The Waterboys ,http://www.facebook.com/104142622987359,http://www.twitter.com/waterboysupdate,,Rock,http://www.mtv.com/artists/the-waterboys/biography
 The Watson Twins ,http://www.facebook.com/43250283322,http://www.twitter.com/thewatsontwins,,Country,http://www.cmt.com/artists/the-watson-twins/biography
 The Wedding ,http://www.facebook.com/6517359326,http://www.twitter.com/theweddingrock,http://theweddingrockandroll.com/,Alternative,http://www.mtv.com/artists/the-wedding/biography
 The Thrills ,,,,Rock,http://www.cmt.com/artists/the-thrills/biography
 The Times ,,,,,http://www.mtv.com/artists/the-times/biography
 The Ting Tings ,http://www.facebook.com/20811634096,http://www.twitter.com/thetings,http://www.myspace.com/thetingtings,Rock,http://www.mtv.com/artists/the-ting-tings/biography
 The Toasters ,,,,Rock,http://www.mtv.com/artists/the-toasters/biography
 The Tokens ,,,,Pop,http://www.mtv.com/artists/the-tokens/biography
 The Troggs ,,,,Classic Rock,http://www.mtv.com/artists/the-troggs/biography
 The Ukrainians ,,,,World/Reggae,http://www.mtv.com/artists/the-ukrainians/biography
 The Ululating Mummies ,,,,,http://www.cmt.com/artists/the-ululating-mummies/biography
 The Whisky Dicks ,,,,,http://www.cmt.com/artists/the-whisky-dicks/biography
 The Wilson Family Band ,,,,,http://www.cmt.com/artists/the-wilson-family-band/biography
 Theo Croker ,http://www.facebook.com/8138745961,,http://www.TheoCroker.com,Crossover Jazz,http://www.mtv.com/artists/theo-croker/biography
 Theo Pavilla ,,,,,http://www.mtv.com/artists/theo-pavilla/biography
 Theodore Bikel ,,,,Blues/Folk,http://www.mtv.com/artists/theodore-bikel/biography
 There for Tomorrow ,http://www.facebook.com/11990614660,http://www.twitter.com/therefortmrw,,Rock,http://www.mtv.com/artists/there-for-tomorrow/biography
 Therese Edell ,,,,Misc,http://www.mtv.com/artists/therese-edell/biography
 These Kids Wear Crowns ,,,,,http://www.mtv.com/artists/these-kids-wear-crowns/biography
 The Wombats ,,,,,http://www.mtv.com/artists/the-wombats-2/biography
 The Wonder Stuff ,,,,Alternative,http://www.mtv.com/artists/the-wonder-stuff/biography
 The Woodlands ,http://www.facebook.com/52820438119,http://www.twitter.com/the__woodlands,http://thewoodlands.bandcamp.com/,Singer/Songwriter,http://www.mtv.com/artists/the-woodlands/biography
 The Yardbirds ,http://www.facebook.com/177845745662420,http://www.twitter.com/theyardbirds,http://www.theyardbirds.com/,Rock,http://www.mtv.com/artists/the-yardbirds/biography
 The Yellow Jackets ,http://www.facebook.com/189501017750824,http://www.twitter.com/yellowjackets,http://www.yellowjackets.com/,Jazz,http://www.mtv.com/artists/the-yellow-jackets/biography
 The Yetties ,,,,,http://www.mtv.com/artists/the-yetties/biography
 Thea Van Der Putten ,,,,,http://www.mtv.com/artists/thea-van-der-putten/biography
 Theatres des Vampires ,,,,,http://www.mtv.com/artists/theatres-des-vampires/biography
 Thee Hypnotics ,,,,Alternative,http://www.mtv.com/artists/thee-hypnotics/biography
 Theivery Corporation ,,,,,http://www.mtv.com/artists/theivery-corporation/biography
 Thelma Houston ,,http://www.twitter.com/thelma_houston,,R&B/Soul,http://www.mtv.com/artists/thelma-houston/biography
 Thrasher Shiver ,,,,Country,http://www.cmt.com/artists/thrasher-shiver/biography
 Thrashfunk ,,,,,http://www.mtv.com/artists/thrashfunk/biography
 Three Beaus and a Peep ,,,,,http://www.mtv.com/artists/three-beaus-and-a-peep/biography
 Three Bridges ,,,,,http://www.mtv.com/artists/three-bridges/biography
 Thriving Ivory ,http://www.facebook.com/18397543360,http://www.twitter.com/thrivingivory,http://www.thrivingivory.com,Rock,http://www.mtv.com/artists/thriving-ivory/biography
 Thrushes ,,,,Rock,http://www.mtv.com/artists/thrushes/biography
 Tiffany Evans ,http://www.facebook.com/6502348316,http://www.twitter.com/mstiffevans,,Contemporary R&B,http://www.mtv.com/artists/tiffany-evans/biography
 Tiffany Foxx ,,,,,http://www.mtv.com/artists/tiffany-foxx/biography
 Tiga ,http://www.facebook.com/57755305836,http://www.twitter.com/ciaotiga,,Electronic,http://www.mtv.com/artists/tiga/biography
 Tiger Maple String Band ,,,,,http://www.cmt.com/artists/tiger-maple-string-band/biography
 Tits & Clits ,,,,,http://www.mtv.com/artists/tits-clits/biography
 Thomas Goodlunas ,,,,,http://www.mtv.com/artists/thomas-goodlunas/biography
 Thomas Haas ,,,,,http://www.mtv.com/artists/thomas-haas/biography
 Thomas McElroy ,,,,,http://www.mtv.com/artists/thomas-mcelroy/biography
 Thomas Miller ,,,,,http://www.mtv.com/artists/thomas-miller/biography
 The Thompson Twins ,,,,Alternative,http://www.mtv.com/artists/the-thompson-twins-1/biography
 Tim McGrath ,,,,,http://www.mtv.com/artists/tim-mcgrath/biography
 Tim Nordwind ,,,,,http://www.mtv.com/artists/tim-nordwind/biography
 Tim Steele ,,,,,http://www.mtv.com/artists/tim-steele/biography
 Tim Wheeler ,,,,,http://www.mtv.com/artists/tim-wheeler/biography
 Tim White ,,,,,http://www.mtv.com/artists/tim-white-3/biography
 Tim White ,,,,,http://www.cmt.com/artists/tim-white-4/biography
 Tima Surmelioglu ,,,,,http://www.mtv.com/artists/tima-surmelioglu/biography
 Timaya ,,,,,http://www.mtv.com/artists/timaya/biography
 Timbuk 3 ,http://www.facebook.com/688198807870475,,,Pop,http://www.mtv.com/artists/timbuk-3/biography
 Timi Yuro ,,,,Pop,http://www.mtv.com/artists/timi-yuro/biography
 Tramaine Hawkins ,,,,R&B/Soul,http://www.mtv.com/artists/tramaine-hawkins/biography
 Townes Van Zandt ,http://www.facebook.com/105566666142352,http://www.twitter.com/townesvanz,http://www.townesvanzandt.com/,Rock,http://www.cmt.com/artists/townes-van-zandt/biography
 Toxic Crow ,,,,,http://www.mtv.com/artists/toxic-crow/biography
 Toxic Field Mice ,,,,,http://www.mtv.com/artists/toxic-field-mice/biography
 TQ ,http://www.facebook.com/15963699547,http://www.twitter.com/tqthetrojan,http://www.therealtq.com,R&B/Soul,http://www.mtv.com/artists/tq/biography
 Tom Waits ,http://www.facebook.com/20092504125,http://www.twitter.com/tomwaits,http://tomwaits.com,Rock,http://www.mtv.com/artists/tom-waits/biography
 Tom G ,,,,,http://www.mtv.com/artists/tom-g/biography
 Tom Ghent ,,,,,http://www.mtv.com/artists/tom-ghent/biography
 Tom Grant ,,,,Jazz,http://www.mtv.com/artists/tom-grant-00/biography
" 'Til Tuesday ",http://www.facebook.com/426121657432246,,,Rock,http://www.mtv.com/artists/til-tuesday/biography
 Tila Tequila ,http://www.facebook.com/37987953210,,,Rock,http://www.mtv.com/artists/tila-tequila/biography
 Tilly Willy ,,,,,http://www.mtv.com/artists/tilly-willy/biography
 Tim Bendzko ,http://www.facebook.com/93250685811,http://www.twitter.com/bendzko,,Rock,http://www.mtv.com/artists/tim-bendzko/biography
 Tim Buckley ,,,http://www.timbuckley.com/,Rock,http://www.mtv.com/artists/tim-buckley/biography
 Tim Caira ,,,,,http://www.mtv.com/artists/tim-caira/biography
 Tim Capello ,,,,,http://www.mtv.com/artists/tim-capello/biography
 Tim Cunningham ,,,,,http://www.mtv.com/artists/tim-cunningham/biography
 Tim Fite ,http://www.facebook.com/14222399827,,,Alternative,http://www.mtv.com/artists/tim-fite/biography
 Tim Gates ,,,,,http://www.cmt.com/artists/tim-gates-00/biography
 Tim Hardin ,,,,Rock,http://www.mtv.com/artists/tim-hardin/biography
 Tim Kross ,,,,,http://www.mtv.com/artists/tim-kross/biography
 Tim Lawless ,,,,,http://www.mtv.com/artists/tim-lawless/biography
 Tim Maia ,http://www.facebook.com/360129437391550,http://www.twitter.com/timmaiaoficial,,R&B,http://www.mtv.com/artists/tim-maia/biography
 Tom Keifer ,http://www.facebook.com/320072008077793,http://www.twitter.com/tomkeifermusic,,Rock,http://www.mtv.com/artists/tom-keifer/biography
 Tom Morello ,http://www.facebook.com/pages/Tom-Morello/24893287131,,,Rock,http://www.mtv.com/artists/tom-morello/biography
 Tom Nichols ,,,,,http://www.mtv.com/artists/tom-nichols/biography
 Tom & Ray Magliozzi ,,,,,http://www.mtv.com/artists/tom-ray-magliozzi/biography
 Tom Rees-Roberts ,,,,,http://www.mtv.com/artists/tom-rees-roberts/biography
 Tom Roush ,,,,,http://www.mtv.com/artists/tom-roush/biography
 Tom Zé ,,,,World/International,http://www.mtv.com/artists/tom-ze-00/biography
 Toets Tielemans ,,,,,http://www.mtv.com/artists/toets-tielemans/biography
 Tokyo Metropolitan Symphony Orchestra ,,,,,http://www.mtv.com/artists/tokyo-metropolitan-symphony-orchestra/biography
 Johnny Tolbert ,,,,,http://www.mtv.com/artists/johnny-tolbert-1/biography
 Toledo Mass Choir ,,,,,http://www.mtv.com/artists/toledo-mass-choir/biography
 Tom Bartsch ,,,,,http://www.mtv.com/artists/tom-bartsch/biography
 Tom Cochrane ,http://www.facebook.com/28978754455,,,Pop,http://www.mtv.com/artists/tom-cochrane/biography
 Tom Courtenay ,,,,,http://www.mtv.com/artists/tom-courtenay/biography
 Tom Daun ,,,,,http://www.mtv.com/artists/tom-daun/biography
 Tommy Bowman ,,,,,http://www.mtv.com/artists/tommy-bowman/biography
 Tommy Collins ,,,,Country,http://www.cmt.com/artists/tommy-collins/biography
 Tommy Dorsey ,http://www.facebook.com/338243522078,http://www.twitter.com/dmfi,,Jazz,http://www.mtv.com/artists/tommy-dorsey/biography
 Tracie Hamilton ,,,,,http://www.cmt.com/artists/tracie-hamilton/biography
 Tracy Reynolds ,,,,,http://www.cmt.com/artists/tracy-reynolds/biography
 Tracy Thornton ,,,,Misc,http://www.mtv.com/artists/tracy-thornton/biography
 Trademark ,http://www.facebook.com/trademarkjams,http://www.twitter.com/trademarkjams,http://www.trademarkhome.com,Contemporary Country,http://www.cmt.com/artists/trademark/biography
 toadbelly ,,,,,http://www.mtv.com/artists/toadbelly/biography
 Tobias Areketa ,,,,,http://www.mtv.com/artists/tobias-areketa/biography
 Tobias Sammet ,,,,,http://www.mtv.com/artists/tobias-sammet/biography
 Today ,http://www.facebook.com/130834060284601,http://www.twitter.com/thetodayshow,,R&B/Soul,http://www.mtv.com/artists/today/biography
 Todd Agnew ,http://www.facebook.com/14401396279,http://www.twitter.com/agnewsdei,,Rock,http://www.mtv.com/artists/todd-agnew/biography
 Todd Fritsch ,,,,Country,http://www.cmt.com/artists/todd-fritsch/biography
 Todd Jensen ,,,,,http://www.mtv.com/artists/todd-jensen/biography
 Todd Martin ,,,,,http://www.mtv.com/artists/todd-martin/biography
 Todd Nance ,,,,,http://www.mtv.com/artists/todd-nance/biography
 Todd Rundgren ,http://www.facebook.com/574648079221207,,http://www.patronet.com/,Rock,http://www.mtv.com/artists/todd-rundgren/biography
 Todd Terry ,http://www.facebook.com/105230995188,http://www.twitter.com/djtoddterry,http://www.toddterry.com/,House,http://www.mtv.com/artists/todd-terry/biography
 Tony Fredianelli ,,,,,http://www.mtv.com/artists/tony-fredianelli/biography
 Tony Hightower ,,,,,http://www.mtv.com/artists/tony-hightower/biography
 Tony Hughes ,,,,,http://www.mtv.com/artists/tony-hughes/biography
 Tony Marques ,,,,,http://www.mtv.com/artists/tony-marques/biography
 Tony Moran ,http://www.facebook.com/29158531399,http://www.twitter.com/moranmusic,http://www.tonymoran.com,Dance,http://www.mtv.com/artists/tony-moran/biography
 Toney Rome ,,,,,http://www.mtv.com/artists/toney-rome/biography
 Toni Arden ,,,,,http://www.mtv.com/artists/toni-arden/biography
 Toni Halliday ,,,,Alternative,http://www.mtv.com/artists/toni-halliday/biography
 Tony Carey ,,,,Classic Rock,http://www.mtv.com/artists/tony-carey/biography
 Tony del Monaco ,,,,,http://www.mtv.com/artists/tony-del-monaco/biography
 Tony Rooney ,,,,,http://www.mtv.com/artists/tony-rooney/biography
 Tony Saletan ,,,,,http://www.mtv.com/artists/tony-saletan/biography
 Transition ,,,,,http://www.mtv.com/artists/transition/biography
 Tranzas ,,,,Latin,http://www.mtv.com/artists/tranzas/biography
 Trapjaw Affiliates ,,,,,http://www.mtv.com/artists/trapjaw-affiliates/biography
 Toriano Terrell ,,,,,http://www.mtv.com/artists/toriano-terrell/biography
 Tommy Fleming ,,,,Easy Listening/Vocal,http://www.mtv.com/artists/tommy-fleming/biography
 Tommy Hays ,,,,,http://www.cmt.com/artists/tommy-hays/biography
 Tommy Lathan ,,,,,http://www.mtv.com/artists/tommy-lathan/biography
 Tommy Page ,,,,Rock,http://www.mtv.com/artists/tommy-page/biography
 Tommy & Rumble ,,,,,http://www.mtv.com/artists/tommy-rumble/biography
 Tommy Trash ,http://www.facebook.com/22430904233,http://www.twitter.com/djtommytrash,,House,http://www.mtv.com/artists/tommy-trash/biography
 Tommy Tutone ,,,,Alternative,http://www.mtv.com/artists/tommy-tutone/biography
 Tommy Walker ,,,,,http://www.mtv.com/artists/tommy-walker/biography
 Tompall Glaser ,,,,Country,http://www.cmt.com/artists/tompall-glaser/biography
 Toña la negra ,,,,,http://www.mtv.com/artists/toa-la-negra-1/biography
 Tone-Lōc ,,,,Hip-Hop/Rap,http://www.mtv.com/artists/tone-lc-1/biography
 Total ,http://www.facebook.com/181884275482,,,R&B/Soul,http://www.mtv.com/artists/total/biography
 Toto Cutugno ,,,,Italian,http://www.mtv.com/artists/toto-cutugno/biography
 Touch of Joy ,,,,,http://www.mtv.com/artists/touch-of-joy/biography
 Tour Guides ,,,,,http://www.mtv.com/artists/tour-guides/biography
 Tours ,,,,,http://www.mtv.com/artists/tours/biography
 Umek ,http://www.facebook.com/31992574625,http://www.twitter.com/umek_1605,http://www.umek.si,Techno,http://www.mtv.com/artists/umek/biography
 Umek ,,,,,http://www.mtv.com/artists/umek-00/biography
 Uncle Dave Macon ,,,http://www.countrymusichalloffame.com/inductees/uncle_dave_macon.html,Country,http://www.cmt.com/artists/uncle-dave-macon/biography
 Uncle Fester ,,,,,http://www.mtv.com/artists/uncle-fester/biography
 Uncle Murda ,http://www.facebook.com/467533139970450,http://www.twitter.com/unclemurda,http://www.mtv.com/artists/uncle-murda/,Hip-Hop/Rap,http://www.mtv.com/artists/uncle-murda/biography
 UGK ,http://www.facebook.com/60083421375,,,Hip-Hop/Rap,http://www.mtv.com/artists/ugk/biography
 UK Hardcore ,,,,,http://www.mtv.com/artists/uk-hardcore/biography
 U.K. Tribe ,,,,,http://www.mtv.com/artists/uk-tribe/biography
 Tony T. Nguyen ,http://www.facebook.com/tonytmusicfb,http://twitter.com/TonyTMusic,http://www.tonytmusic.com,Contemporary Singer/Songwriter,http://www.mtv.com/artists/tony-t-nguyen/biography
 Tony Terry ,,,,R&B,http://www.mtv.com/artists/tony-terry/biography
 Tony Toliver ,,,,Country,http://www.cmt.com/artists/tony-toliver/biography
 Top 20 Independent Artists ,,,,,http://www.mtv.com/artists/top-20-independent-artists/biography
 Top Gun ,,,,,http://www.mtv.com/artists/top-gun/biography
 Top Musica ,,,,,http://www.mtv.com/artists/top-musica/biography
 Toreros Musical ,,,,,http://www.mtv.com/artists/toreros-musical/biography
 Ulf Söderblom ,,,,,http://www.mtv.com/artists/ulf-soderblom/biography
 Ulhas Kashalkar ,,,,,http://www.mtv.com/artists/ulhas-kashalkar/biography
 Ulla Lindhardt ,,,,,http://www.mtv.com/artists/ulla-lindhardt-00/biography
 Ultimate Spinach ,,,,Classic Rock,http://www.mtv.com/artists/ultimate-spinach/biography
 Trinere ,,,,R&B/Soul,http://www.mtv.com/artists/trinere/biography
 Trinidad Rio ,,,,,http://www.mtv.com/artists/trinidad-rio/biography
 Trinity Gospel Singers ,,,,,http://www.mtv.com/artists/trinity-gospel-singers/biography
 Trevor Jackson ,http://www.facebook.com/OfficialTrevorJackson,http://twitter.com/trevorjackson5,http://www.officialtrevorjackson.com/,R&B/Soul,http://www.mtv.com/artists/trevor-jackson/biography
 Trez Gregory ,,,,,http://www.mtv.com/artists/trez-gregory/biography
 Triangulo ,,,,,http://www.mtv.com/artists/triangulo-4/biography
 Triantafilos ,,,,,http://www.mtv.com/artists/triantafilos/biography
 Tribo De Jah ,http://www.facebook.com/139312729476579,http://www.twitter.com/bandatribodejah,,World/Reggae,http://www.mtv.com/artists/tribo-de-jah/biography
 Tricia Walker ,,,,,http://www.cmt.com/artists/tricia-walker/biography
 Trick Trick ,,,,,http://www.mtv.com/artists/trick-trick/biography
 Tricky Lt45 ,,,,,http://www.mtv.com/artists/tricky-lt45/biography
 Tripleswift ,,,,,http://www.mtv.com/artists/tripleswift/biography
 Tripmaster Monkey ,,,,Alternative,http://www.mtv.com/artists/tripmaster-monkey/biography
 Tripti Mukherjee ,,,,,http://www.mtv.com/artists/tripti-mukherjee/biography
 Trivium ,http://www.facebook.com/6816136895,http://www.twitter.com/triviumofficial,http://trivium.org,Metal,http://www.mtv.com/artists/trivium/biography
 Trooper ,,,,Classic Rock,http://www.mtv.com/artists/trooper/biography
 Tropa Loca Con Jose Francisco ,,,,,http://www.mtv.com/artists/tropa-loca-con-jose-francisco/biography
 Travis ,http://www.facebook.com/pages/Travis/24676501872,,http://www.travisonlineus.com/,Rock,http://www.mtv.com/artists/travis-3/biography
 Travis Marvin ,,,,Country,http://www.cmt.com/artists/travis-marvin/biography
 Travis Porter ,http://www.facebook.com/124434450852,http://www.twitter.com/travisporter,http://wearetravisporter.com/,Hip-Hop/Rap,http://www.mtv.com/artists/travis-porter/biography
 Travis Wilson ,,,,,http://www.mtv.com/artists/travis-wilson/biography
 Treat Her Right ,,,,Alternative,http://www.mtv.com/artists/treat-her-right/biography
 Trent Willmon ,http://www.facebook.com/126701571558,http://www.twitter.com/trentwillmon,,Country,http://www.cmt.com/artists/trent-willmon/biography
 Troy Dean ,,http://www.twitter.com/troydeanmusic,http://youtube.com/troydeanrocks,Alternative,http://www.mtv.com/artists/troy-dean/biography
 UltraMax ,,,,,http://www.mtv.com/artists/ultramax/biography
 Ultravox ,http://www.facebook.com/54928801391,http://www.twitter.com/ultravoxuk,,Alternative,http://www.mtv.com/artists/ultravox/biography
 Uncut ,,,,,http://www.mtv.com/artists/uncut/biography
 Undead ,,,,,http://www.mtv.com/artists/undead/biography
 Underground ,,,,,http://www.mtv.com/artists/underground-00/biography
 Typecast ,,,,,http://www.mtv.com/artists/typecast/biography
 Tyree Neal ,,,,,http://www.mtv.com/artists/tyree-neal/biography
 Tyrone Davis ,,,,Soul,http://www.mtv.com/artists/tyrone-davis/biography
 Turmspringer ,,,,,http://www.mtv.com/artists/turmspringer/biography
 Buster Turner and the Pinnacle Mountain Boys ,,,,,http://www.cmt.com/artists/buster-turner-and-the-pinnacle-mountain-boys-1/biography
 Turtleman ,,,http://www.youtube.com/turtlemantv,Reggae,http://www.mtv.com/artists/turtleman/biography
 T.V. Carpio ,,,,,http://www.mtv.com/artists/tv-carpio/biography
 Tub Ring ,,,,Metal,http://www.mtv.com/artists/tub-ring/biography
 Tucka ,,,,Hip-Hop,http://www.mtv.com/artists/tucka/biography
 Tulsi Kumar ,,,,,http://www.mtv.com/artists/tulsi-kumar/biography
 Tumbao ,,,,,http://www.mtv.com/artists/tumbao/biography
 Tumbleweed Junction ,,,,Rock,http://www.mtv.com/artists/tumbleweed-junction/biography
 Tuna de Cayey ,,,,,http://www.mtv.com/artists/tuna-de-cayey/biography
 Tuomari Nurmio ,,,,Rock,http://www.mtv.com/artists/tuomari-nurmio/biography
 Turbo ,,,,,http://www.mtv.com/artists/turbo/biography
 T.W.D.Y. ,,,,Hip-Hop/Rap,http://www.mtv.com/artists/twdy/biography
 Twila Paris ,,,,Inspirational,http://www.mtv.com/artists/twila-paris/biography
 Derek Trucks Band ,,,,,http://www.mtv.com/artists/derek-trucks-band-3/biography
 Trudy Fair ,,,,,http://www.cmt.com/artists/trudy-fair/biography
 Trudy L. Seely ,,,,,http://www.mtv.com/artists/trudy-l-seely/biography
 True Life ,,,,,http://www.mtv.com/artists/true-life/biography
 Tsunami Bomb ,http://www.facebook.com/59332036807,,,Alternative,http://www.mtv.com/artists/tsunami-bomb/biography
 U-J3RK5 ,,,,,http://www.mtv.com/artists/u-j3rk5/biography
 U-Mynd ,,,,,http://www.mtv.com/artists/u-mynd/biography
 Underworld ,http://www.facebook.com/21193697848,http://www.twitter.com/underworldlive,http://www.underworldanthology.com,Dance/Electronic,http://www.mtv.com/artists/underworld/biography
