name,facebook,twitter,website,genre,mtv
 Fiddle Fever ,,,,Country,http://www.cmt.com/artists/fiddle-fever/biography
 Fidel Rueda ,http://www.facebook.com/120901894646501,http://www.twitter.com/cfidelrueda,,Latin,http://www.mtv.com/artists/fidel-rueda/biography
 Field Mob ,,,,Hip-Hop/Rap,http://www.mtv.com/artists/field-mob/biography
 Franco de Vita ,,,,Latin,http://www.mtv.com/artists/franco-de-vita-00/biography
 Flyleaf ,http://www.facebook.com/82081937593,http://www.twitter.com/flyleafmusic,http://site.flyleafmusic.com/,Alternative,http://www.mtv.com/artists/flyleaf/biography
 Flynnville Train ,,,,Country,http://www.cmt.com/artists/flynnville-train/biography
 呂方 ,,,,Easy Listening/Vocal,http://www.mtv.com/artists/fong-lui/biography
 Francesca Lee ,,,,,http://www.mtv.com/artists/francesca-lee/biography
 Fred Kirby ,,,,Country,http://www.cmt.com/artists/fred-kirby/biography
 Frankie Goes to Hollywood ,,,http://www.fgth.net/,New Wave,http://www.mtv.com/artists/frankie-goes-to-hollywood/biography
 Frankie Laine ,,http://twitter.com/kevinjonas,,Easy Listening/Vocal,http://www.mtv.com/artists/frankie-laine/biography
 Franklin (Reggae) ,,,,,http://www.mtv.com/artists/franklin-reggae-/biography
 Freddie Martinez ,,,,,http://www.mtv.com/artists/freddie-martinez-2/biography
 Frank Reyes ,,,http://www.frankreyesonline.com/homee.html,Latin,http://www.mtv.com/artists/frank-reyes/biography
 Gin Wigmore ,http://www.facebook.com/14789715950,http://www.twitter.com/gin_wigmore,http://www.ginwigmore.com/,Rock,http://www.mtv.com/artists/gin-wigmore/biography
 Geri Halliwell ,http://www.facebook.com/372776356135952,http://www.twitter.com/gerihalliwell,http://www.geri-halliwell.com/,Pop,http://www.mtv.com/artists/geri-halliwell/biography
 German Villareal ,,,,,http://www.mtv.com/artists/german-villareal/biography
 Gerray West ,,,,,http://www.mtv.com/artists/gerray-west/biography
 Frightened Rabbit ,http://www.facebook.com/14771882081,http://www.twitter.com/frabbits,http://frightenedrabbit.com/,Indie Rock,http://www.mtv.com/artists/frightened-rabbit/biography
 Frits Landesbergen ,,,,,http://www.mtv.com/artists/frits-landesbergen/biography
 From Autumn to Ashes ,,,,Rock,http://www.mtv.com/artists/from-autumn-to-ashes/biography
 Front Line Assembly ,http://www.facebook.com/124925894226202,http://www.twitter.com/f7a,,Rock,http://www.mtv.com/artists/front-line-assembly/biography
 Freedom Hawk ,http://www.facebook.com/44549809477,http://www.twitter.com/freedomhawkband,http://www.freedomhawk.net,Rock & Roll,http://www.mtv.com/artists/freedom-hawk/biography
 Fun-Da-Mental ,,,,Rock,http://www.mtv.com/artists/fun-da-mental/biography
 Gail Bliss ,,,,,http://www.cmt.com/artists/gail-bliss/biography
 Gale Storm ,,,,Easy Listening/Vocal,http://www.mtv.com/artists/gale-storm/biography
 Gameboyz ,,,,,http://www.mtv.com/artists/gameboyz/biography
 Gamilah Shabazz ,,,,,http://www.mtv.com/artists/gamilah-shabazz/biography
 Get Scared ,http://www.facebook.com/119112961491087,http://www.twitter.com/wegetscared,,Rock,http://www.mtv.com/artists/get-scared/biography
" Gary Clark, Jr. ",http://www.facebook.com/188757841153703,http://www.twitter.com/garyclarkjr,http://GaryClarkJr.com,Alternative,http://www.mtv.com/artists/gary-clark-jr/biography
 Gary Glitter ,http://www.facebook.com/106176746079401,http://www.twitter.com/officialglitter,http://ourworld.compuserve.com/homepages/vanderlinden/glitter.htm,Rock,http://www.mtv.com/artists/gary-glitter/biography
 Gary Gramolini ,,,,,http://www.mtv.com/artists/gary-gramolini/biography
 Gary Numan ,http://www.facebook.com/128507877209054,http://www.twitter.com/numanofficial,http://www.numan.co.uk/,Alternative,http://www.mtv.com/artists/gary-numan/biography
 Gary Sill ,,,,Easy Listening/Vocal,http://www.mtv.com/artists/gary-sill/biography
 Gayle Hunnicutt ,,,,,http://www.mtv.com/artists/gayle-hunnicutt/biography
 Gene Vincent ,,,,Rock,http://www.mtv.com/artists/gene-vincent/biography
 George Gershwin ,,,,Pop,http://www.mtv.com/artists/george-gershwin/biography
 George Hamilton IV ,,,http://www.vivanashvegas.com/,Country,http://www.cmt.com/artists/george-hamilton-iv/biography
 J. Geils Band ,,,http://www.peterwolf.com/,Rock,http://www.mtv.com/artists/j-geils-band-1/biography
 Gem ,,,,Alternative,http://www.mtv.com/artists/gem-1/biography
 Gemini ,,,,,http://www.mtv.com/artists/gemini-4/biography
 Georgia Engel ,,,,,http://www.mtv.com/artists/georgia-engel/biography
 Gerald Levert ,http://www.facebook.com/141269905884521,,http://www.geraldlevert.com,R&B/Soul,http://www.mtv.com/artists/gerald-levert/biography
 Geraldine Barksdale ,,,,,http://www.mtv.com/artists/geraldine-barksdale/biography
 Gerardo Ortiz ,,,,,http://www.mtv.com/artists/gerardo-ortiz-1/biography
 Gino Vannelli ,http://www.facebook.com/132717163414142,http://www.twitter.com/ginovofficial,,Pop,http://www.mtv.com/artists/gino-vannelli/biography
 George Maharis ,,,,,http://www.mtv.com/artists/george-maharis/biography
 George McClure ,,,,,http://www.cmt.com/artists/george-mcclure/biography
 Grade 8 ,,http://www.twitter.com/221600b091c9460,,Metal,http://www.mtv.com/artists/grade-8/biography
 Grand Corps Malade ,http://www.facebook.com/10262664083,http://www.twitter.com/grandcorpsmalad,,World/Reggae,http://www.mtv.com/artists/grand-corps-malade/biography
 Grand Funk Railroad ,http://www.facebook.com/13897262910,,http://www.grandfunkrailroad.com/,Classic Rock,http://www.mtv.com/artists/grand-funk-railroad/biography
 Grand Magus ,http://www.facebook.com/70847979357,http://www.twitter.com/grandmagus,,Rock,http://www.mtv.com/artists/grand-magus/biography
 Gloria Cooper ,,,,Jazz,http://www.mtv.com/artists/gloria-cooper/biography
 Gloria Jean ,,,,,http://www.mtv.com/artists/gloria-jean/biography
 Gold Fields ,http://www.facebook.com/116847421707111,http://www.twitter.com/goldfields,http://goldfieldsmusic.com/,Alternative,http://www.mtv.com/artists/gold-fields/biography
 Jackie Gleason & His Orchestra ,,,,Easy Listening/Vocal,http://www.mtv.com/artists/jackie-gleason-his-orchestra-1/biography
 Glen Templeton ,,,,,http://www.mtv.com/artists/glen-templeton/biography
 Glenda Neace ,,,,,http://www.cmt.com/artists/glenda-neace/biography
 Grace Jones ,http://www.facebook.com/20436594126,http://www.twitter.com/miss_gracejones,,Rock,http://www.mtv.com/artists/grace-jones/biography
 Grace Slick ,,,,Pop,http://www.mtv.com/artists/grace-slick/biography
 Grandmaster Flash ,http://www.facebook.com/49259969713,http://www.twitter.com/djflash4eva,http://www.grandmasterflash.com/,Hip-Hop/Rap,http://www.mtv.com/artists/grandmaster-flash/biography
 Gomer Edwin Evans ,,,,Easy Listening/Vocal,http://www.mtv.com/artists/gomer-edwin-evans/biography
 Gönül Akkor ,,,,,http://www.mtv.com/artists/gonul-akkor/biography
 Good Medicine ,,,,,http://www.cmt.com/artists/good-medicine/biography
 Gordon Deppe ,,,,,http://www.mtv.com/artists/gordon-deppe/biography
 Greyson Chance ,http://www.facebook.com/121907691167366,http://www.twitter.com/greysonchance,http://www.greyson-official.com,Pop,http://www.mtv.com/artists/greyson-chance/biography
 Griff Rhys Jones ,,,,,http://www.mtv.com/artists/griff-rhys-jones/biography
 Grateful Dead ,http://www.facebook.com/6394861658,http://www.twitter.com/deadnet,,Rock,http://www.mtv.com/artists/grateful-dead/biography
 Great Big Sea ,http://www.facebook.com/19935754440,http://www.twitter.com/great_big_sea,http://www.greatbigsea.com/,World/International,http://www.mtv.com/artists/great-big-sea/biography
 Great Northern ,http://www.facebook.com/8979516019,http://www.twitter.com/great_northern,,Rock,http://www.mtv.com/artists/great-northern/biography
 Grupo Bryndis ,http://www.facebook.com/30513016653,http://www.twitter.com/elgrupobryndis,,Tejano/TexMex,http://www.mtv.com/artists/grupo-bryndis/biography
 Grupo Miramar ,,,,,http://www.mtv.com/artists/grupo-miramar/biography
 Guillermo Guido ,,,,,http://www.mtv.com/artists/guillermo-guido/biography
 Guitar Slim (Alec Seward) ,,,,,http://www.mtv.com/artists/guitar-slim-alec-seward-/biography
 Gulshan Komal ,,,,,http://www.mtv.com/artists/gulshan-komal/biography
 Gumdrop ,,,,,http://www.mtv.com/artists/gumdrop/biography
 Gungor ,http://www.facebook.com/301055130161,http://www.twitter.com/gungormusic,,Inspirational,http://www.mtv.com/artists/gungor/biography
 Grit Boys ,,,,Hip-Hop,http://www.mtv.com/artists/grit-boys/biography
 Griz ,,,,,http://www.mtv.com/artists/griz/biography
 Happyman ,,,,,http://www.mtv.com/artists/happyman/biography
 Guy Sebastian ,http://www.facebook.com/119217905499,http://www.twitter.com/guysebastian,,Rock,http://www.mtv.com/artists/guy-sebastian/biography
 Gwyneth Paltrow ,http://www.facebook.com/203595496347073,http://www.twitter.com/gwynethpaltrow,,Rock,http://www.mtv.com/artists/gwyneth-paltrow/biography
 Gym Class Heroes ,http://www.facebook.com/7366656991,http://www.twitter.com/gymclassheroes,http://www.gymclassheroes.com,Alternative,http://www.mtv.com/artists/gym-class-heroes/biography
 Ha-Ash ,http://www.facebook.com/pages/HaAsh/196467380365305,http://twitter.com/haashoficial,,Latin,http://www.mtv.com/artists/ha-ash/biography
 Hadise ,http://www.facebook.com/294493205817,http://www.twitter.com/hadise,,Electronic/Dance,http://www.mtv.com/artists/hadise/biography
 Guru ,http://www.facebook.com/244664598905421,,http://www.gurusjazzmatazz.net/,Hip-Hop/Rap,http://www.mtv.com/artists/guru/biography
 Gus Backus ,,,,Rock,http://www.mtv.com/artists/gus-backus/biography
 Hank Crawford ,http://www.facebook.com/127272660682444,,,Jazz,http://www.mtv.com/artists/hank-crawford/biography
 Halloween Scream Themes / Horror Movie Music With  ,,,,,http://www.mtv.com/artists/halloween-scream-themes-horror-movie-music-with/biography
 Hayden Panettiere ,http://www.facebook.com/438869269495760,http://www.twitter.com/haydenpanettier,,Country,http://www.cmt.com/artists/hayden-panettiere/biography
 Hayley Williams ,,,,,http://www.mtv.com/artists/hayley-williams/biography
" Hargus 'Pig' Robbins ",,,,Country,http://www.cmt.com/artists/hargus-pig-robbins/biography
 Harold Morrison ,,,,,http://www.cmt.com/artists/harold-morrison/biography
 I.C.U. ,,,,,http://www.mtv.com/artists/icu-2/biography
 Ho-hum ,,,,,http://www.mtv.com/artists/ho-hum/biography
 Heidi Newfield ,http://www.facebook.com/16654745378,http://www.twitter.com/heidinewfield,,Rock,http://www.mtv.com/artists/heidi-newfield/biography
 Heintje ,,,,Rock,http://www.mtv.com/artists/heintje/biography
 Helen Desha Beamer ,,,,,http://www.mtv.com/artists/helen-desha-beamer/biography
 Heather Wiggins ,,,,,http://www.mtv.com/artists/heather-wiggins/biography
 Heavy D and the Boyz ,,,,,http://www.mtv.com/artists/heavy-d-and-the-boyz/biography
 Heavy D & The Boyz ,,,,Hip-Hop/Rap,http://www.mtv.com/artists/heavy-d-the-boyz-1/biography
 Hello ,,,,Rock,http://www.mtv.com/artists/hello/biography
 Hello Walls ,,,,,http://www.cmt.com/artists/hello-walls/biography
 Hellyeah ,http://www.facebook.com/5786842377,http://www.twitter.com/hellyeahband,http://hellyeahband.com,Metal,http://www.mtv.com/artists/hellyeah/biography
 Helmet ,http://www.facebook.com/31179353447,http://www.twitter.com/helmetmusic,http://www.helmetmusic.com/,Hard Rock,http://www.mtv.com/artists/helmet/biography
 Hermanos Espino de Ojinaga ,,,,Latino,http://www.mtv.com/artists/hermanos-espino-de-ojinaga/biography
" Herman's Hermits ",http://www.facebook.com/94577438123,,,Classic Rock,http://www.mtv.com/artists/hermans-hermits/biography
 Herman Rarebell ,,,http://www.hermanrarebell.com,Rock,http://www.mtv.com/artists/herman-rarebell/biography
 Hindi Zahra ,,,,,http://www.mtv.com/artists/hindi-zahra/biography
 Hiroshima ,http://www.facebook.com/208325648199,http://www.twitter.com/ihearthiroshima,http://www.hiroshimamusic.com/,Jazz,http://www.mtv.com/artists/hiroshima/biography
 Hisayo Tominaga ,,,,,http://www.mtv.com/artists/hisayo-tominaga/biography
 Highway 101 ,,,http://www.highway101.net/main/,Country,http://www.cmt.com/artists/highway-101/biography
 Hotline ,,,,,http://www.mtv.com/artists/hotline/biography
 Hoodoo Gurus ,http://www.facebook.com/162204769228,,,Alternative,http://www.mtv.com/artists/hoodoo-gurus/biography
 Hopsin ,,,,,http://www.mtv.com/artists/hopsin/biography
 Hwy 63 ,,,,,http://www.cmt.com/artists/hwy-63/biography
 Hugh Prestwood ,,,,,http://www.cmt.com/artists/hugh-prestwood/biography
 Hugh Quarshie ,,,,,http://www.mtv.com/artists/hugh-quarshie/biography
 Il Volo ,,,,,http://www.mtv.com/artists/il-volo/biography
 Howard McCreary ,,,,,http://www.mtv.com/artists/howard-mccreary/biography
 I Voted For Kodos ,,,,,http://www.mtv.com/artists/i-voted-for-kodos/biography
 Ian Fitzgerald ,,,,,http://www.cmt.com/artists/ian-fitzgerald/biography
 Jack Wagner ,http://www.facebook.com/218604351574090,http://www.twitter.com/jackwagnerhpk,,Pop,http://www.mtv.com/artists/jack-wagner/biography
 Jackie Chan ,,,,,http://www.mtv.com/artists/jackie-chan/biography
 Jackie McLean ,,,,Jazz,http://www.mtv.com/artists/jackie-mclean/biography
 Indie ,,,,,http://www.mtv.com/artists/indie/biography
 Hydrogen ,,,,,http://www.mtv.com/artists/hydrogen/biography
 Hylo Brown & The Timberliners ,,,,Country,http://www.cmt.com/artists/hylo-brown-the-timberliners-00/biography
 In Pursuit ,,,,Rock,http://www.mtv.com/artists/in-pursuit/biography
 Inspirational Souls of Chicago ,,,,,http://www.mtv.com/artists/inspirational-souls-of-chicago/biography
 Imago ,,,,,http://www.mtv.com/artists/imago/biography
 Imogen Heap ,http://www.facebook.com/20199767376,http://www.twitter.com/imogenheap,http://www.imogenheap.com,Electronica,http://www.mtv.com/artists/imogen-heap/biography
 Ira Bernstein ,,,,,http://www.mtv.com/artists/ira-bernstein/biography
